Title,Date
"Os donos da rua","28/03/2015"
"A Fantástica Fábrica de Chocolate","28/03/2015"
"Coragem, o Cão Covarde: Temporada 1: Uma Noite no Hotel Katz / Ensopado da Vovó","28/03/2015"
"Orange Is the New Black: Temporada 2: Gentileza é fundamental","28/03/2015"
"Orange Is the New Black: Temporada 2: A tempestade","28/03/2015"
"Orange Is the New Black: Temporada 2: Idealistas unidos","28/03/2015"
"Orange Is the New Black: Temporada 2: Filho de bigode","28/03/2015"
"Orange Is the New Black: Temporada 2: Saída temporária","28/03/2015"
"Orange Is the New Black: Temporada 2: O vaso certo","28/03/2015"
"Orange Is the New Black: Temporada 2: Negócios à parte","28/03/2015"
"Orange Is the New Black: Temporada 2: E acaba em pizza","28/03/2015"
"Orange Is the New Black: Temporada 2: Presas fáceis","28/03/2015"
"Orange Is the New Black: Temporada 2: O buraco é mais em cima","28/03/2015"
"Atrás das grades com Nicky","27/03/2015"
"Atrás das grades com Piper","27/03/2015"
"Atrás das grades com Sophia","27/03/2015"
"Atrás das grades com Taystee","27/03/2015"
"Atrás das grades com Crazy Eyes","27/03/2015"
"Atrás das grades com Red","27/03/2015"
"Atrás das grades com Alex","27/03/2015"
"Orange Is the New Black: Temporada 2: Aquele abraço","27/03/2015"
"Orange Is the New Black: Temporada 2: Pássaro com sede","26/03/2015"
"Orange Is the New Black: Temporada 1: Loucura não se cura","26/03/2015"
"Orange Is the New Black: Temporada 1: Quem com ferro fere..","26/03/2015"
"Orange Is the New Black: Temporada 1: Altos e sensíveis","26/03/2015"
"Orange Is the New Black: Temporada 1: Bora Bora Bora","26/03/2015"
"Orange Is the New Black: Temporada 1: Dia de ação de nada","25/03/2015"
"Secret Life of Babies","22/03/2015"
"Orange Is the New Black: Temporada 1: Mula de Moscou","22/03/2015"
"Professora Sem Classe","22/03/2015"
"Moulin Rouge - Amor em vermelho","22/03/2015"
"A Delicadeza do Amor","21/03/2015"
"Um porto seguro","21/03/2015"
"Patrick Maia: Piadas Para Pessoas","21/03/2015"
"DEATH NOTE: Temporada 1: Assault","20/03/2015"
"DEATH NOTE: Temporada 1: Overcast","20/03/2015"
"Orange Is the New Black: Temporada 1: Donut sangrento","19/03/2015"
"Orange Is the New Black: Temporada 1: Loucas de dar nó","19/03/2015"
"Heli","19/03/2015"
"DEATH NOTE: Temporada 1: Unraveling","18/03/2015"
"DEATH NOTE: Temporada 1: Tactics","18/03/2015"
"DEATH NOTE: Temporada 1: Pursuit","18/03/2015"
"Lie to Me: Temporada 1: Exceção moral","15/03/2015"
"Lie to Me: Temporada 1: Piloto","15/03/2015"
"Orange Is the New Black: Temporada 1: A galinha","14/03/2015"
"Orange Is the New Black: Temporada 1: Inimigos imaginários","14/03/2015"
"Entre Lencois","14/03/2015"
"Amizade Colorida","14/03/2015"
"Orange Is the New Black: Temporada 1: Pedido lésbico negado","09/03/2015"
"Orange Is the New Black: Temporada 1: Soco no seio","09/03/2015"
"Orange Is the New Black: Temporada 1: Eu não estava pronta","09/03/2015"
"Diário de uma paixão","08/03/2015"
"Para sempre","08/03/2015"
"As vantagens de ser invisível","01/03/2015"
"Barbie: Um Natal Perfeito","27/02/2015"
"Natiruts Acústico no Rio de Janeiro","22/02/2015"
"Spartacus: Vengeance: A ira dos deuses","16/02/2015"
"Spartacus: Vengeance: Monstros","16/02/2015"
"Spartacus: Vengeance: Equilíbrio","16/02/2015"
"Spartacus: Vengeance: Sacramentum","16/02/2015"
"Spartacus: Vengeance: O caminho escolhido","16/02/2015"
"Spartacus: Vengeance: Libertus","16/02/2015"
"Spartacus: Vengeance: Mãos vazias","15/02/2015"
"Spartacus: Vengeance: O bem maior","15/02/2015"
"Spartacus: Vengeance: Um lugar neste mundo","15/02/2015"
"Spartacus: Blood and Sand: Revelações","14/02/2015"
"Spartacus: Blood and Sand: Feridas antigas","14/02/2015"
"Spartacus: Blood and Sand: Lembranças","14/02/2015"
"Spartacus: Blood and Sand: Prostituta","14/02/2015"
"Spartacus: Blood and Sand: Marca da irmandade","13/02/2015"
"Spartacus: Blood and Sand: Grandes infelicidades","13/02/2015"
"Spartacus: Blood and Sand: Coisas delicadas","09/02/2015"
"Spartacus: Blood and Sand: Jogos de sombra","09/02/2015"
"Spartacus: Blood and Sand: A coisa no Fosso","09/02/2015"
"Piratas do Caribe: A maldição do Pérola Negra","08/02/2015"
"Bolt - Supercão","08/02/2015"
"Homeland: Temporada 1: O bom soldado","07/02/2015"
"Barbie em vida de sereia 2","07/02/2015"
"Chapolin Colorado: Chapulin Colorado: No es lo mismo chapulines con agua que aguas con los chapulines","07/02/2015"
"DreamWorks Shrek's Swamp Stories: Volume 1: Gato de Botas: Los 3 Diablos","05/02/2015"
"DreamWorks Shrek's Swamp Stories: Volume 1: Assustando Shrek","05/02/2015"
"Shrek para Sempre – O Capítulo Final","05/02/2015"
"Alice no País das Maravilhas","04/02/2015"
"DreamWorks Spooky Stories: Volume 2: Volume 2: Assistir a todos: Spooky Stories: Temporada 2","03/02/2015"
"Homeland: Temporada 1: Ponto cego","02/02/2015"
"Homeland: Temporada 1: Sempre Eu","02/02/2015"
"Homeland: Temporada 1: Ficha limpa","01/02/2015"
"Homeland: Temporada 1: Oração","01/02/2015"
"Homeland: Temporada 1: Piloto","01/02/2015"
"H2O - Meninas Sereias: Temporada 1: Metamorfose","01/02/2015"
"DreamWorks Spooky Stories: Volume 1: Assistir a todos: DreamWorks Spooky Stories","31/01/2015"
"DreamWorks - Boas Festas de Madagáscar: Volume 1: Assistir a todos os episódios","31/01/2015"
"Madagascar","31/01/2015"
"Megamente","30/01/2015"
"Teletubbies: Best of Teletubbies: Sarah, Fraser and the Ducks","30/01/2015"
"Gato de Botas","28/01/2015"
"Tá Chovendo Hambúrguer","28/01/2015"
"Ratatouille","26/01/2015"
"Toy Story 3","25/01/2015"
"Cinderela","24/01/2015"
"As Aventuras do Gato de Botas: Temporada 1: A joia oculta","24/01/2015"
"Pocoyo: Temporada 1: 1. O guarda-chuva 2. A bandinha de música 3. Varrendo tudo 4. Quem está no telefone?","24/01/2015"
"Cartas na mesa","23/01/2015"
"Quebrando a banca","23/01/2015"
"Family Guy: Temporada 9: And Then There Were Fewer Parte 1","23/01/2015"
"Nanny McPhee - A babá encantada","22/01/2015"
"Mob Stories: Episódio 1","22/01/2015"
"Toy Story 2","21/01/2015"
"Power Rangers in Space: Temporada 1: From Out of Nowhere: Parte 1","21/01/2015"
"Turma da Mônica - CineGibi: Turma da Mônica CineGibi: CineGibi 4 - Meninos e Meninas","21/01/2015"
"Elementary: Temporada 1: Piloto","20/01/2015"
"Donnie Brasco","20/01/2015"
"Patrulha Canina: Temporada 1: O filhote faz splash / O Festival de Outono dos Filhotes","20/01/2015"
"Curtindo a Vida Adoidado","19/01/2015"
"A Casa do Mickey Mouse: Temporada 4: Mickey e Donald têm uma fazenda","18/01/2015"
"Monster High 13 Monster Desejos","18/01/2015"
"Bita e os Animais","17/01/2015"
"Atchim e Espirro - A Turma da Casa de Chocolate","17/01/2015"
"Barbie Life in the Dreamhouse: Temporada 1: A butique da Barbie","12/01/2015"
"How I Met Your Mother: Temporada 2: Atlantic City","05/01/2015"
"Jogos Vorazes: Em Chamas","01/01/2015"
"O grande truque","28/12/2014"
"Jogos Vorazes","28/12/2014"
"Under the Dome: Temporada 1: A quarta mão","24/12/2014"
"Under the Dome: Temporada 1: Laços de sangue","23/12/2014"
"American Horror Story: Onde mora a morte: Piloto","23/12/2014"
"Under the Dome: Temporada 1: Círculos imperfeitos","23/12/2014"
"Under the Dome: Temporada 1: Água","23/12/2014"
"Under the Dome: Temporada 1: Fogo amigo","22/12/2014"
"Under the Dome: Temporada 1: Surto","22/12/2014"
"Under the Dome: Temporada 1: Perseguição","22/12/2014"
"Under the Dome: Temporada 1: Fogo","22/12/2014"
"Under the Dome: Temporada 1: Piloto","22/12/2014"
"Saúdem Todos o Rei Julien: Temporada 1: Pole Position","22/12/2014"
"Saúdem Todos o Rei Julien: Temporada 1: Viva eu","22/12/2014"
"Madagascar 2","22/12/2014"
"Juno","18/12/2014"
"Gremlins","14/12/2014"
"Chestnut - O herói do Central Park","07/12/2014"
"Código de honra","01/12/2014"
"Cruzada","30/11/2014"
"Questão de honra","30/11/2014"
"Sonhos Roubados","29/11/2014"
"The Whale","29/11/2014"
"Interior. Leather Bar.","29/11/2014"
"Dia dos Mortos","29/11/2014"
"How I Met Your Mother: Temporada 2: Swarley","29/11/2014"
"2 Coelhos","28/11/2014"
"How I Met Your Mother: Temporada 2: Justiça de Aldrin","26/11/2014"
"How I Met Your Mother: Temporada 1: Piloto","26/11/2014"
"Paraísos Artificiais","23/11/2014"
"Two and a Half Men: Temporada 1: Piloto","17/11/2014"
"O Fabuloso Destino de Amélie Poulain","16/11/2014"
"Ironias do amor","16/11/2014"
"How I Met Your Mother: Temporada 2: O Melhor Casal do Mundo","16/11/2014"
"How I Met Your Mother: Temporada 2: Arquiteto","16/11/2014"
"How I Met Your Mother: Temporada 2: Brunch","15/11/2014"
"Bob Zoom: Volume 1: Episódio 1","04/11/2014"
"Batman","04/11/2014"
"Bastardos Inglórios","01/11/2014"
"How I Met Your Mother: Temporada 1: O Duelo","01/11/2014"
"Fábio Porchat: Fora do Normal","01/11/2014"
"How I Met Your Mother: Temporada 1: Leite","30/10/2014"
"How I Met Your Mother: Temporada 1: O Melhor Baile de Formatura","29/10/2014"
"Cocoricó: Júlio na cidade: Temporada 6: O concerto","29/10/2014"
"Patati Patatá: Os grandes sucessos de Patati Patatá","28/10/2014"
"Cocoricó: Júlio na cidade: Temporada 6: O monstro do apagão","17/10/2014"
"Cocoricó: Júlio na cidade: Temporada 6: O Homem Sapo","16/10/2014"
"Cocoricó: Júlio na cidade: Temporada 6: Bagunça no apê","16/10/2014"
"Dragon Ball Z: A Batalha dos Deuses","15/10/2014"
"Os irmãos Grimm","14/10/2014"
"Breaking Bad: Temporada 5: Felina","12/10/2014"
"Breaking Bad: Temporada 5: Estado granito","12/10/2014"
"Breaking Bad: Temporada 5: Ozymandias","12/10/2014"
"Breaking Bad: Temporada 5: To'hajiilee","11/10/2014"
"Breaking Bad: Temporada 5: Cão raivoso","11/10/2014"
"Breaking Bad: Temporada 5: Confissões","11/10/2014"
"Breaking Bad: Temporada 5: Enterrado","11/10/2014"
"Biquini Cavadão: Ao Vivo","07/10/2014"
"How I Met Your Mother: Temporada 1: Mary, a Assistente Jurídica","06/10/2014"
"How I Met Your Mother: Temporada 1: Nada de Bom Acontece Depois das 2h da Manhã","05/10/2014"
"How I Met Your Mother: Temporada 1: A Vida com os Gorilas","05/10/2014"
"Jake e os Piratas da Terra do Nunca: Temporada 1: Episode 1","05/10/2014"
"How I Met Your Mother: Temporada 1: Bolinho","05/10/2014"
"Luluzinha: Temporada 1: Menina verde / Dia chuvoso / Bela Lulu","04/10/2014"
"How I Met Your Mother: Temporada 1: Noite do Jogo","03/10/2014"
"How I Met Your Mother: Temporada 1: Nada, Nada, Nada","03/10/2014"
"How I Met Your Mother: Temporada 1: Que Rufem os Tambores","03/10/2014"
"Breaking Bad: Temporada 5: Dinheiro sujo de sangue","01/10/2014"
"Breaking Bad: Temporada 5: Planando sobre tudo","01/10/2014"
"Cocoricó: Júlio na cidade: Temporada 6: De que lado você está?","01/10/2014"
"Cocoricó: Júlio na cidade: Temporada 6: A estrelinha do Alípio","01/10/2014"
"Breaking Bad: Temporada 5: Diga meu nome","28/09/2014"
"Breaking Bad: Temporada 5: Aquisição","28/09/2014"
"Breaking Bad: Temporada 5: Evoluir","28/09/2014"
"Breaking Bad: Temporada 5: Cinquenta e um","28/09/2014"
"Breaking Bad: Temporada 5: Hazard Pay","28/09/2014"
"Breaking Bad: Temporada 5: Madrigal","28/09/2014"
"Breaking Bad: Temporada 5: Viva livre ou morra","28/09/2014"
"How I Met Your Mother: Temporada 1: Casamenteiro","28/09/2014"
"Marcelo Yuka - No Caminho das Setas","28/09/2014"
"Os Croods","28/09/2014"
"Cocoricó: Júlio na cidade: Temporada 6: Vamos Economizar","27/09/2014"
"Cocoricó: Júlio na cidade: Temporada 6: Lilica se acha","27/09/2014"
"Cocoricó: Júlio na cidade: Temporada 6: Sabendo usar não vai faltar","26/09/2014"
"Cocoricó: Júlio na cidade: Temporada 6: O Caminho do Lixo","26/09/2014"
"Cocoricó: Júlio na cidade: Temporada 6: Toda Coisa Tem Um Nome","26/09/2014"
"Cocoricó: Júlio na cidade: Temporada 6: Astolfo e Rodolfo","26/09/2014"
"Cocoricó: Júlio na cidade: Temporada 6: A Caveira do Caco","26/09/2014"
"How I Met Your Mother: Temporada 1: A Abóbora Safada","20/09/2014"
"How I Met Your Mother: Temporada 1: Legal Demais","20/09/2014"
"How I Met Your Mother: Temporada 1: A Volta da Camisa","19/09/2014"
"How I Met Your Mother: Temporada 1: O Doce Gosto da Liberdade","19/09/2014"
"How I Met Your Mother: Temporada 1: Girafa Roxa","19/09/2014"
"Anger Management: Temporada 1: Charlie Goes Back to Therapy","19/09/2014"
"DreamWorks Shrek's Swamp Stories: Volume 1: Assistir a todos os episódios","17/09/2014"
"The Walking Dead: Temporada 3: Bem-vindos ao túmulo","13/09/2014"
"The Walking Dead: Temporada 3: Vida em luto","13/09/2014"
"The Walking Dead: Temporada 3: Presa","13/09/2014"
"The Walking Dead: Temporada 3: Flecha na porta","13/09/2014"
"The Walking Dead: Temporada 3: Limpo","13/09/2014"
"The Walking Dead: Temporada 3: Não sou Judas","13/09/2014"
"The Walking Dead: Temporada 3: Lar","13/09/2014"
"The Walking Dead: Temporada 3: O rei suicida","12/09/2014"
"Barney and Friends: It's A Happy Day","11/09/2014"
"The Walking Dead: Temporada 3: Nascidos para sofrer","11/09/2014"
"The Walking Dead: Temporada 3: Mortos batem à porta","10/09/2014"
"The Walking Dead: Temporada 3: Atormentado","10/09/2014"
"The Walking Dead: Temporada 3: É só falar","09/09/2014"
"The Walking Dead: Temporada 3: O assassino dentro","09/09/2014"
"The Walking Dead: Temporada 3: Vem comigo","08/09/2014"
"The Walking Dead: Temporada 3: Doente","07/09/2014"
"The Walking Dead: Temporada 3: Sementes","07/09/2014"
"The Walking Dead: Temporada 2: Fogueira apagando","03/09/2014"
"The Walking Dead: Temporada 2: Anjos bons","03/09/2014"
"The Walking Dead: Temporada 2: Juiz, júri, carrasco","03/09/2014"
"The Walking Dead: Temporada 2: A 29 km","03/09/2014"
"Princesinha Sofia: Temporada 1: A princesa tímida","02/09/2014"
"Princesinha Sofia: Temporada 1: A bagunça real","31/08/2014"
"Princesinha Sofia: Temporada 1: O aprendiz de Cedric","31/08/2014"
"Princesinha Sofia: Temporada 1: A caverna dos duendes","31/08/2014"
"Desenhos animados da Turma da Mônica: Super-heróis / Chico Bento - óia a onça","31/08/2014"
"Dora, a aventureira: Temporada 1: Hic! Bum! Uh!","31/08/2014"
"Moranguinho - Aventuras em tutti-frutti: Temporada 1: Um Peixe Fora D'água","31/08/2014"
"Dora, a aventureira: Temporada 1: A Grande Galinha Vermelha","31/08/2014"
"Escola pra Cachorro: Temporada 1: Cabeça de Cone / Calma Lucas!","31/08/2014"
"Bruno & Marrone: Acústico Ao Vivo","31/08/2014"
"The Walking Dead: Temporada 2: Dedo no gatilho","30/08/2014"
"Desenhos animados da Turma da Mônica: A sereia do rio / O bicho-papão","30/08/2014"
"Chaves: Temporada 1: A casa da bruxa","30/08/2014"
"Bons de Bico","30/08/2014"
"The Walking Dead: Temporada 2: Nebraska","29/08/2014"
"The Walking Dead: Temporada 2: Já quase morto","28/08/2014"
"The Walking Dead: Temporada 2: Segredos","28/08/2014"
"The Walking Dead: Temporada 2: Chupa-cabra","28/08/2014"
"The Walking Dead: Temporada 2: Rosa cherokee","28/08/2014"
"Arn o cavaleiro templário","28/08/2014"
"The Walking Dead: Temporada 2: Última bala","28/08/2014"
"The Walking Dead: Temporada 2: Sangria","28/08/2014"
"The Walking Dead: Temporada 2: O que vem pela frente","28/08/2014"
"The Borgias: Temporada 1: Ninguém","27/08/2014"
"The Borgias: Temporada 1: A arte da guerra","27/08/2014"
"The Borgias: Temporada 1: Morte a cavalo","27/08/2014"
"The Borgias: Temporada 1: O rei francês","27/08/2014"
"The Borgias: Temporada 1: Os Borgias apaixonados","27/08/2014"
"The Walking Dead: Temporada 1: IT-19","27/08/2014"
"The Borgias: Temporada 1: O casamento de Lucrécia","27/08/2014"
"The Walking Dead: Temporada 1: Wildfire","27/08/2014"
"The Borgias: Temporada 1: O mouro","27/08/2014"
"The Walking Dead: Temporada 1: Hermanos","27/08/2014"
"The Walking Dead: Temporada 1: Vá falar com sapos","27/08/2014"
"The Walking Dead: Temporada 1: Entranhas","27/08/2014"
"The Borgias: Temporada 1: O assassino","27/08/2014"
"The Borgias: Temporada 1: O cálice envenenado","26/08/2014"
"Mi Vida en Sayulita: Old Flames Die Hard","26/08/2014"
"Marvel Anime: Blade: Temporada 1: That Was Then, This Is Now","26/08/2014"
"O Senhor dos Anéis – A Sociedade do Anel","24/08/2014"
"O Hobbit - Uma jornada inesperada","24/08/2014"
"Desenhos animados da Turma da Mônica: A fonte da juventude / Cascão no país das torneirinhas / Ogro da floresta","23/08/2014"
"Teleco e Teco: Animação","21/08/2014"
"Princesinha Sofia: Temporada 1: A festa do pijama","19/08/2014"
"Marvel Anime: Blade: Temporada 1: Dead On Arrival","16/08/2014"
"Marvel Anime: Blade: Temporada 1: A Night For The Living...A Morning For The Dead!","16/08/2014"
"Marvel Anime: Blade: Temporada 1: His Name Is...Blade","16/08/2014"
"Final Fantasy VII: Advent Children","16/08/2014"
"Planeta dos macacos","13/08/2014"
"Jackie Chan Adventures: Temporada 1: The Dark Hand","11/08/2014"
"Todos os cães merecem o céu","11/08/2014"
"O Homem das Sombras","11/08/2014"
"Princesinha Sofia: Temporada 1: Só um dos príncipes","11/08/2014"
"Ato de coragem","10/08/2014"
"Turma da Mônica - CineGibi: Turma da Mônica CineGibi: CineGibi 3 - Planos Infalíveis","05/08/2014"
"Turma da Mônica - CineGibi: Turma da Mônica CineGibi: Turma da Mônica: CineGibi 2","05/08/2014"
"Meu Amigãozão: Espinafrada & Cara de Palhaço","03/08/2014"
"Meu Amigãozão: Meu Pé de Moleque & Castelo nas Nuvens","03/08/2014"
"007 – Operação Skyfall","02/08/2014"
"Chaves: Temporada 1: Uma brincadeira de mau gosto","01/08/2014"
"Chaves: O primeiro dia de aula - Parte 1","31/07/2014"
"Chapolin Colorado: Chapulin Colorado: Lo malo de los fosiles es que son muy difosiles de encontrar","31/07/2014"
"Chaves: Temporada 1: O amor chegou a vizinhança","30/07/2014"
"Chaves: Temporada 1: Fotos boas, mais ou menos e ruins","30/07/2014"
"Doutora Brinquedos: Temporada 1: Caminhão 9 / Enchimento certo","30/07/2014"
"Chapolin Colorado: Chapulin Colorado: Una momia bastante egipcia","30/07/2014"
"O Mistério do Triângulo das Bermudas: The Triangle: Episódio 2","28/07/2014"
"O Mistério do Triângulo das Bermudas: The Triangle: Episódio 3","28/07/2014"
"O Mistério do Triângulo das Bermudas: The Triangle: Episódio 1","27/07/2014"
"Chapolin Colorado: Chapulin Colorado: El hombre lobo","26/07/2014"
"Chapolin Colorado: Chapulin Colorado: Cumpleanos el perro atropellado el matafacil","26/07/2014"
"Patati Patatá: Volta ao mundo","25/07/2014"
"Patati Patatá: As histórias mais engraçadas da TV","25/07/2014"
"Chaves: A casa da bruxa","25/07/2014"
"Chapolin Colorado: Chapulin Colorado: El misterio del abominable hombre de las nieves","25/07/2014"
"Chapolin Colorado: Chapulin Colorado: Si los ventrilocuos hablan con el estomago que trompudos son los panzones","24/07/2014"
"Chaves: A mascote do Quico","24/07/2014"
"Chaves: Temporada 1: A mascote do Quico","24/07/2014"
"Chapolin Colorado: Chapulin Colorado: Cuento de brujas","24/07/2014"
"Chapolin Colorado: Chapulin Colorado: Aristocratas Vemos Rateros No Sabemos","24/07/2014"
"Chaves: Temporada 1: O ladrão da vizinhança","24/07/2014"
"O Grande Herói","23/07/2014"
"Lobisomem - A Besta entre Nós","23/07/2014"
"Alice no País das Maravilhas","23/07/2014"
"Turma da Mônica - CineGibi: Turma da Mônica CineGibi: Turma da Mônica: CineGibi 1","23/07/2014"
"Gummy Bear: Eu sou o Gummy Bear","23/07/2014"
"Chaves: Temporada 1: Lava rápido do Chaves","23/07/2014"
"João Saldanha","20/07/2014"
"Tom e Jerry: o Filme","20/07/2014"
"Lembranças","20/07/2014"
"Tigrão - O filme","20/07/2014"
"Chaves: Temporada 1: O jogo de beisebol","20/07/2014"
"Chaves: Temporada 1: Falta de água","20/07/2014"
"Chaves: Temporada 1: No ritmo da valsa","20/07/2014"
"Chaves: Temporada 1: Barraca de churros","19/07/2014"
"Maracanã","18/07/2014"
"Chaves: Temporada 1: Os gesseiros","17/07/2014"
"Chaves: Temporada 1: Cachorrinho Satanás","17/07/2014"
"Chaves: Temporada 1: Uma mosca no café","17/07/2014"
"Chaves: Temporada 1: Os balões","17/07/2014"
"Cocoricó: Júlio na cidade: Temporada 6: O Rio Cocoricó","17/07/2014"
"Cocoricó: Júlio na cidade: Temporada 6: História Com Fim","17/07/2014"
"Cocoricó: Júlio na cidade: Temporada 6: Cocoricó Futebol Clube","17/07/2014"
"Cocoricó: Júlio na cidade: Temporada 6: Goiabinha da Vovó","17/07/2014"
"Cocoricó: Júlio na cidade: Temporada 6: Os Antepassados","16/07/2014"
"Cocoricó: Júlio na cidade: Temporada 6: Parque de Diversão","16/07/2014"
"Cocoricó: Júlio na cidade: Temporada 6: Cocoricó no Japão","15/07/2014"
"Cocoricó: Júlio na cidade: Temporada 6: Pôr-do-sol","15/07/2014"
"Cocoricó: Júlio na cidade: Temporada 6: Férias na cidade grande","15/07/2014"
"O Espetacular Homem-Aranha: The Spectacular Spider-Man: Survival of the Fittest","15/07/2014"
"Brilho Eterno de uma Mente sem Lembranças","15/07/2014"
"Esperar para Sempre","15/07/2014"
"Um Dia","11/07/2014"
"Contaminação","11/07/2014"
"Segurança Nacional","11/07/2014"
"Babar: 1ª temporada: Babar's First Step","11/07/2014"
"Chaves: As Apostas / O Cofre","11/07/2014"
"Chaves: Ladrões Atrapalhados / Os Balões","11/07/2014"
"Vida de inseto","10/07/2014"
"Os 12 macacos","09/07/2014"
"Quarentena 2","09/07/2014"
"[REC]","09/07/2014"
"Turma da Monica em uma aventura no tempo","09/07/2014"
"Distrito 9","07/07/2014"
"Breaking Bad: Temporada 4: Confronto","06/07/2014"
"Breaking Bad: Temporada 4: Hora do fim","06/07/2014"
"Breaking Bad: Temporada 4: Cave","06/07/2014"
"Breaking Bad: Temporada 4: Saúde","06/07/2014"
"Breaking Bad: Temporada 4: Escuta","06/07/2014"
"Breaking Bad: Temporada 4: Hermanos","06/07/2014"
"Breaking Bad: Temporada 4: Cachorro problemático","06/07/2014"
"Breaking Bad: Temporada 4: Encurralado","06/07/2014"
"Breaking Bad: Temporada 4: Espingarda","06/07/2014"
"Guerra dos mundos","06/07/2014"
"Breaking Bad: Temporada 4: Frases curtas","05/07/2014"
"Breaking Bad: Temporada 4: Casa em exposição","05/07/2014"
"Breaking Bad: Temporada 4: 38 cano curto","05/07/2014"
"Breaking Bad: Temporada 4: Estilete","05/07/2014"
"Breaking Bad: Temporada 3: Medida completa","05/07/2014"
"Manny Mãos à Obra: Temporada 1: A Sticky Fix / Paint Job","03/07/2014"
"Por uns dólares a mais","27/06/2014"
"Entre segredos e mentiras","23/06/2014"
"Um Drink no Inferno: Temporada 1: Piloto","20/06/2014"
"Secret Worlds: The Mystery of the Anasazi","20/06/2014"
"Secret Worlds: The Trail of the Templar Treasure","19/06/2014"
"Secret Worlds: The Lost City of Angkor Wat","19/06/2014"
"The Life of Mammals: A Winning Design","19/06/2014"
"Meia-noite em Paris","19/06/2014"
"Hércules","19/06/2014"
"O Mundo Segundo os Brasileiros: Temporada 1: Nova York","17/06/2014"
"O Mundo Segundo os Brasileiros: Temporada 1: Hong Kong","17/06/2014"
"Bravura Indômita","15/06/2014"
"Invasão do Mundo: Batalha de Los Angeles","15/06/2014"
"Por um punhado de dólares","12/06/2014"
"Entrevista com hitman","12/06/2014"
"Halo 4: Forward Unto Dawn","09/06/2014"
"Caçados","09/06/2014"
"O Justiceiro – Em Zona de Guerra","09/06/2014"
"Atrás das linhas inimigas","06/06/2014"
"O Mundo Segundo os Brasileiros: Temporada 1: Barcelona","02/06/2014"
"O Mundo Segundo os Brasileiros: Temporada 1: Jerusalém","02/06/2014"
"O Mundo Segundo os Brasileiros: Temporada 1: Tóquio","01/06/2014"
"Ilha Do Medo","25/05/2014"
"[REC] 2 - Possuídos","25/05/2014"
"O Mundo Segundo os Brasileiros: Temporada 1: Amsterdã","24/05/2014"
"O Mundo Segundo os Brasileiros: Temporada 1: Roma","23/05/2014"
"Os indomáveis","23/05/2014"
"Restrepo","23/05/2014"
"O menino do pijama listrado","23/05/2014"
"Orange Is the New Black: Temporada 2 (Trailer 2)","19/05/2014"
"Forrest Gump","18/05/2014"
"Phil Knight: O Homem que Conduz o Mundo","11/05/2014"
"Hulk vs. Series: Hulk X Wolverine","10/05/2014"
"Hulk vs. Series: Hulk X Thor","10/05/2014"
"Planeta Terra: Temporada 1: Mountains","10/05/2014"
"Planeta Terra: Temporada 1: From Pole to Pole","10/05/2014"
"Blackfish - Fúria Animal","10/05/2014"
"Breaking Bad: Temporada 3: Medida pela metade","21/04/2014"
"Breaking Bad: Temporada 3: Abiquiu","21/04/2014"
"Breaking Bad: Temporada 3: A mosca","21/04/2014"
"Breaking Bad: Temporada 3: Kafkiano","21/04/2014"
"Breaking Bad: Temporada 3: Eu vejo você","21/04/2014"
"Breaking Bad: Temporada 3: Um minuto","21/04/2014"
"Breaking Bad: Temporada 3: Ao pôr do sol","21/04/2014"
"Breaking Bad: Temporada 3: Mas","21/04/2014"
"Breaking Bad: Temporada 3: Sinal verde","20/04/2014"
"Breaking Bad: Temporada 3: Eu transei com Ted","20/04/2014"
"Breaking Bad: Temporada 3: Cavalo sem nome","20/04/2014"
"Breaking Bad: Temporada 2: Seven Thirty-Seven","20/04/2014"
"Breaking Bad: Temporada 2: Mandala","20/04/2014"
"Breaking Bad: Temporada 3: Chega!","20/04/2014"
"Breaking Bad: Temporada 2: ABQ","18/04/2014"
"Breaking Bad: Temporada 2: Phoenix","18/04/2014"
"Breaking Bad: Temporada 2: Over","18/04/2014"
"Breaking Bad: Temporada 2: 4 Days Out","18/04/2014"
"Breaking Bad: Temporada 2: Better Call Saul","18/04/2014"
"Breaking Bad: Temporada 2: Negro y Azul","18/04/2014"
"Breaking Bad: Temporada 2: Peekaboo","18/04/2014"
"Breaking Bad: Temporada 2: Breakage","18/04/2014"
"Breaking Bad: Temporada 2: Down","18/04/2014"
"Breaking Bad: Temporada 2: Bit by a Dead Bee","18/04/2014"
"Breaking Bad: Temporada 2: Grilled","14/04/2014"
"Breaking Bad: Temporada 1: A No-Rough-Stuff-Type Deal","13/04/2014"
"Breaking Bad: Temporada 1: Crazy Handful of Nothin'","13/04/2014"
"Breaking Bad: Temporada 1: Gray Matter","13/04/2014"
"Breaking Bad: Temporada 1: Cancer Man","13/04/2014"
"Intermediário.com","04/04/2014"
"O centro do mundo","04/04/2014"
"Improvável - Ao vivo em Santo André","04/04/2014"
"Murilo Gun: Propaganda enganosa","04/04/2014"
"A Arte do Insulto (Edited Version)","04/04/2014"
"Metal - uma jornada pelo mundo do heavy metal","03/04/2014"
"VIPs - Histórias Reais de um Mentiroso","03/04/2014"
"O Mundo Segundo os Brasileiros: Temporada 1: Lisboa","03/04/2014"
"The Way Steve Jobs Has Changed the World","02/04/2014"
