Title,Date
"Atypical: Temporada 1: A Julia que disse","18/01/2018"
"Atypical: Temporada 1: Uma fêmea humana","18/01/2018"
"Atypical: Temporada 1: Antártida","18/01/2018"
"Black Mirror: Temporada 3: Versão de testes","17/01/2018"
"Black Mirror: Temporada 3: Queda livre","17/01/2018"
"The End of the F***ing World: Temporada 1: Episódio 8","16/01/2018"
"The End of the F***ing World: Temporada 1: Episódio 7","16/01/2018"
"The End of the F***ing World: Temporada 1: Episódio 6","16/01/2018"
"The End of the F***ing World: Temporada 1: Episódio 5","16/01/2018"
"The End of the F***ing World: Temporada 1: Episódio 4","16/01/2018"
"The End of the F***ing World: Temporada 1: Episódio 3","16/01/2018"
"The End of the F***ing World: Temporada 1: Episódio 2","15/01/2018"
"The End of the F***ing World: Temporada 1: Episódio 1","15/01/2018"
"Black Mirror: Temporada 4: Black Museum","15/01/2018"
"Black Mirror: Temporada 4: Metalhead","15/01/2018"
"Black Mirror: Temporada 4: Hang the DJ","15/01/2018"
"Moonlight - Sob a Luz do Luar","13/01/2018"
"A pele que habito","13/01/2018"
"Sem dor, sem ganho","13/01/2018"
"Supernatural: Temporada 10: As coisas que eles levavam","13/01/2018"
"Supernatural: Temporada 10: Pare e pegue fogo","13/01/2018"
"Designated Survivor: Temporada 1: Piloto","07/01/2018"
"Kung Fu Jungle","07/01/2018"
"The Crown: Temporada 1: Hyde Park Corner","06/01/2018"
"The Crown: Temporada 1: Wolferton Splash","06/01/2018"
"Easy: Temporada 2: O ladrão do pacote","04/01/2018"
"One-Punch Man: Temporada 1: O cientista obstinado","03/01/2018"
"One-Punch Man: Temporada 1: O ciborgue solitário","03/01/2018"
"Fullmetal Alchemist: Brotherhood: Parte 1: Alquimista de Aço","02/01/2018"
"Fullmetal Alchemist: Temporada 1: Desafio ao sol","02/01/2018"
"The Worthy","01/01/2018"
"72 Animais Perigosos: América Latina: Temporada 1: Mordida mortal","01/01/2018"
"72 Animais Perigosos: América Latina: Temporada 1: Competição feroz","30/12/2017"
"O Último Caçador de Bruxas","30/12/2017"
"Banco ou Bitcoin","23/12/2017"
"Godless: Minissérie: Boas-vindas","22/12/2017"
"Godless: Minissérie: Prezado Roy...","22/12/2017"
"Godless: Minissérie: Tiro certeiro","22/12/2017"
"Godless: Minissérie: Mantenha distância","22/12/2017"
"Bright","22/12/2017"
"Supernatural: Temporada 7: Cale a boca, Doutor Phil","10/12/2017"
"Supernatural: Temporada 7: Defendendo sua vida","10/12/2017"
"Californication: Temporada 1: Piloto","03/12/2017"
"Festa de Palavras: Temporada 1: Para a Lua!","26/11/2017"
"Festa de Palavras: Temporada 1: Na fazenda","21/11/2017"
"Festa de Palavras: Temporada 1: Conheça os bebês","21/11/2017"
"O Matador","18/11/2017"
"Rick and Morty: Temporada 2: Confusão em Little Sanchez","13/11/2017"
"Rick and Morty: Temporada 2: Bateria esgotada","13/11/2017"
"6 Dias","12/11/2017"
"Stranger Things: Stranger Things 2: Capítulo quatro: Will, o sábio","12/11/2017"
"Stranger Things: Stranger Things 2: Capítulo três: O girino","12/11/2017"
"Stranger Things: Stranger Things 2: Capítulo dois: Gostosura ou travessura, aberração","12/11/2017"
"Stranger Things: Stranger Things 2: Capítulo um: Mad Max","12/11/2017"
"Drácula de Bram Stoker","11/11/2017"
"Gored","04/11/2017"
"Cosmos: Uma Odisseia do Espaço-Tempo: Temporada 1: De Pé na Via Láctea","02/11/2017"
"The Blue Planet: A Natural History of the Oceans: Temporada 1: O fundo do oceano","29/10/2017"
"O Universo de Stranger Things: Universo 2: Incrível","28/10/2017"
"Stranger Things: Stranger Things 2: Capítulo nove: O portal","28/10/2017"
"Stranger Things: Stranger Things 2: Capítulo oito: O Devorador de Mentes","28/10/2017"
"Stranger Things: Stranger Things 2: Capítulo sete: A irmã perdida","28/10/2017"
"Bata Antes de Entrar","22/10/2017"
"Até o Último Homem","22/10/2017"
"Stranger Things: Capítulo oito: De ponta-cabeça","22/10/2017"
"Stranger Things: Capítulo sete: A banheira","22/10/2017"
"Stranger Things: Capítulo seis: O monstro","22/10/2017"
"Stranger Things: Capítulo cinco: A pulga e o acrobata","22/10/2017"
"Stranger Things: Capítulo quatro: O corpo","21/10/2017"
"Stranger Things: Capítulo três: Caramba","21/10/2017"
"Stranger Things: Capítulo dois: A estranha da Maple Street","21/10/2017"
"Stranger Things: Capítulo um: O desaparecimento de Will Byers","21/10/2017"
"The Last Kingdom: Temporada 1: Episódio 8","21/10/2017"
"A Babá","21/10/2017"
"The Last Kingdom: Temporada 1: Episódio 7","15/10/2017"
"The Last Kingdom: Temporada 1: Episódio 6","15/10/2017"
"The Last Kingdom: Temporada 1: Episódio 5","15/10/2017"
"The Last Kingdom: Temporada 1: Episódio 4","15/10/2017"
"Froning","12/10/2017"
"Círculo de Fogo","08/10/2017"
"Minions","08/10/2017"
"A Grande Aposta","07/10/2017"
"Jackass 2 - O Filme","01/10/2017"
"Big Mouth: Temporada 1: Todo mundo sangra","01/10/2017"
"Rick and Morty: Temporada 1: Parque das Bactérias","01/10/2017"
"Fome de Poder","22/09/2017"
"Ozark: Temporada 1: Doce como mel","17/09/2017"
"Pequeno Demônio","09/09/2017"
"Narcos: Temporada 3: De volta a Cali","09/09/2017"
"House of Cards: Temporada 5: Capítulo 57","09/09/2017"
"Narcos: Temporada 3: Todos os homens do presidente","09/09/2017"
"Narcos: Temporada 3: Convivência","08/09/2017"
"Narcos: Temporada 3: Sem saída","08/09/2017"
"Narcos: Temporada 3: Os melhores planos","08/09/2017"
"Narcos: Temporada 3: Manutenção, reparos e operações","07/09/2017"
"Narcos: Temporada 3: Xeque-mate","07/09/2017"
"Narcos: Temporada 3: A trilha do dinheiro","07/09/2017"
"Narcos: Temporada 3: A KGB de Cali","07/09/2017"
"Narcos: Temporada 3: Jogada de mestre","07/09/2017"
"Lion - Uma jornada para casa","03/09/2017"
"O Senhor dos Anéis - O Retorno do Rei","03/09/2017"
"O Senhor dos Anéis - As Duas Torres","02/09/2017"
"DEATH NOTE: Temporada 1: Confrontation","31/08/2017"
"DEATH NOTE: Temporada 1: Rebirth","31/08/2017"
"DEATH NOTE: Temporada 1: Matsuda","31/08/2017"
"Battleship: A Batalha dos Mares","25/08/2017"
"Besouro","25/08/2017"
"Death Note","25/08/2017"
"Sugar Vs. Fat","22/08/2017"
"Nunca Diga Seu Nome","13/08/2017"
"Chiquititas: Episódio 42","04/08/2017"
"Chiquititas: Episódio 41","04/08/2017"
"Chiquititas: Episódio 40","04/08/2017"
"How I Met Your Mother: Temporada 2: Moeda da Sorte","30/07/2017"
"Fittest on Earth: A Decade of Fitness","30/07/2017"
"The Seven Deadly Sins: Lendas contadas","29/07/2017"
"The Seven Deadly Sins: Cavaleiro profano","29/07/2017"
"House of Cards: Temporada 5: Capítulo 56","26/07/2017"
"How I Met Your Mother: Temporada 2: Futebol de Segunda à Noite","23/07/2017"
"How I Met Your Mother: Temporada 2: Colunas","23/07/2017"
"How I Met Your Mother: Temporada 2: Primeira Vez em Nova York","23/07/2017"
"Velozes e Furiosos 7","23/07/2017"
"Dr. House: Temporada 1: House - Pilot","23/07/2017"
"El Chapo: Temporada 1: Episódio 6","23/07/2017"
"De Volta para o Futuro","23/07/2017"
"Last Chance U: EMCC: Parte 1: Last Chance U","23/07/2017"
"El Chapo: Temporada 1: Episódio 5","23/07/2017"
"Chiquititas: Episódio 37","23/07/2017"
"El Chapo: Temporada 1: Episódio 4","23/07/2017"
"El Chapo: Temporada 1: Episódio 3","23/07/2017"
"El Chapo: Temporada 1: Episódio 2","23/07/2017"
"El Chapo: Temporada 1: Episódio 1","23/07/2017"
"Invasão Zumbi","16/07/2017"
"Bates Motel: Temporada 1: Primeiro você sonha, depois morre","14/07/2017"
"Jurassic World - O Mundo dos Dinossauros","14/07/2017"
"Drácula – A História Nunca Contada","09/07/2017"
"Castlevania: Temporada 1: Monumento","09/07/2017"
"Castlevania: Temporada 1: Labirinto","09/07/2017"
"Castlevania: Temporada 1: Necrópolis","09/07/2017"
"Castlevania: Temporada 1: Garrafa de bruxa","09/07/2017"
"House of Cards: Temporada 5: Capítulo 55","08/07/2017"
"House of Cards: Temporada 5: Capítulo 54","04/07/2017"
"House of Cards: Temporada 5: Capítulo 53","03/07/2017"
"Fittest on Earth: The Story of the 2015 Reebok CrossFit Games","02/07/2017"
"House of Cards: Temporada 4: Capítulo 52","02/07/2017"
"House of Cards: Temporada 4: Capítulo 51","02/07/2017"
"House of Cards: Temporada 4: Capítulo 50","01/07/2017"
"House of Cards: Temporada 4: Capítulo 49","24/06/2017"
"House of Cards: Temporada 4: Capítulo 48","24/06/2017"
"O experimento de Milgram","22/06/2017"
"House of Cards: Temporada 4: Capítulo 47","19/06/2017"
"Two and a Half Men: Temporada 1: Era saliva, Alan!","18/06/2017"
"Two and a Half Men: Temporada 1: Um a zero pra doida","18/06/2017"
"Two and a Half Men: Temporada 1: Dureza","18/06/2017"
"Apocalipse","18/06/2017"
"Hatfields e McCoys: Temporada 1: Parte 3","18/06/2017"
"Hatfields e McCoys: Temporada 1: Parte 2","17/06/2017"
"Hatfields e McCoys: Temporada 1: Parte 1","17/06/2017"
"Batman - O Cavaleiro das Trevas Ressurge","11/06/2017"
"House of Cards: Temporada 4: Capítulo 46","04/06/2017"
"House of Cards: Temporada 4: Capítulo 45","02/06/2017"
"House of Cards: Temporada 4: Capítulo 44","02/06/2017"
"House of Cards: Temporada 4: Capítulo 43","31/05/2017"
"House of Cards: Temporada 4: Capítulo 42","31/05/2017"
"House of Cards: Temporada 4: Capítulo 41","28/05/2017"
"House of Cards: Temporada 4: Capítulo 40","21/05/2017"
"House of Cards: Temporada 3: Capítulo 39","21/05/2017"
"House of Cards: Temporada 3: Capítulo 38","21/05/2017"
"House of Cards: Temporada 3: Capítulo 37","20/05/2017"
"House of Cards: Temporada 3: Capítulo 36","15/05/2017"
"House of Cards: Temporada 3: Capítulo 35","14/05/2017"
"House of Cards: Temporada 3: Capítulo 34","14/05/2017"
"House of Cards: Temporada 3: Capítulo 33","13/05/2017"
"House of Cards: Temporada 3: Capítulo 32","13/05/2017"
"House of Cards: Temporada 3: Capítulo 31","13/05/2017"
"House of Cards: Temporada 3: Capítulo 30","07/05/2017"
"House of Cards: Temporada 3: Capítulo 29","07/05/2017"
"House of Cards: Temporada 3: Capítulo 28","07/05/2017"
"House of Cards: Temporada 3: Capítulo 27","06/05/2017"
"Marvel - Demolidor: Temporada 2: Semper fidelis","19/04/2017"
"Anjos e demônios","16/04/2017"
"Carrossel 2 – O Sumiço de Maria Joaquina","15/04/2017"
"Sons of Anarchy: Temporada 2: Lágrimas","14/04/2017"
"Sons of Anarchy: Temporada 2: Ameaça branca","14/04/2017"
"Ouija - O Jogo dos Espíritos","14/04/2017"
"Freddy vs. Jason","14/04/2017"
"O Último Samurai","13/04/2017"
"Marvel - Demolidor: Temporada 2: Só arrependimento","08/04/2017"
"Marvel - Demolidor: Temporada 2: Kinbaku","08/04/2017"
"Marvel - Demolidor: Temporada 2: Uni duni tê","07/04/2017"
"Marvel - Demolidor: Temporada 2: Para servir e proteger","02/04/2017"
"Marvel - Demolidor: Temporada 2: Cães na mira","02/04/2017"
"Marvel - Demolidor: Temporada 2: Bang","02/04/2017"
"Marvel - Demolidor: Temporada 1: Demolidor","02/04/2017"
"Marvel - Demolidor: Temporada 1: Pelos que ficam","02/04/2017"
"Marvel - Demolidor: Temporada 1: O caminho dos bons","01/04/2017"
"O poderoso chefão","30/03/2017"
"Matrix","30/03/2017"
"Marvel - Demolidor: Temporada 1: Nelson X Murdock","29/03/2017"
"Marvel - Demolidor: Temporada 1: E por falar no d....","29/03/2017"
"Marvel - Demolidor: Temporada 1: Sombras com reflexo","29/03/2017"
"Marvel - Demolidor: Temporada 1: Stick","26/03/2017"
"Marvel - Demolidor: Temporada 1: Condenado","26/03/2017"
"Marvel - Demolidor: Temporada 1: Em chamas","26/03/2017"
"Marvel - Demolidor: Temporada 1: Está no sangue","26/03/2017"
"Marvel - Demolidor: Temporada 1: Camuflagem","26/03/2017"
"Marvel - Demolidor: Temporada 1: Fio da navalha","26/03/2017"
"Marvel - Demolidor: Temporada 1: No círculo","26/03/2017"
"DEATH NOTE: Temporada 1: Ally","04/03/2017"
"DEATH NOTE: Temporada 1: Execution","04/03/2017"
"DEATH NOTE: Temporada 1: Decision","04/03/2017"
"DEATH NOTE: Temporada 1: Wager","04/03/2017"
"DEATH NOTE: Temporada 1: Friend","04/03/2017"
"DEATH NOTE: Temporada 1: Confession","04/03/2017"
"DEATH NOTE: Temporada 1: Love","04/03/2017"
"Every Second Counts: The Story of the 2008 CrossFit Games","28/02/2017"
"As Branquelas","28/02/2017"
"Santa Clarita Diet: Temporada 1: Morcego ou macaco?","27/02/2017"
"Generation Iron","26/02/2017"
"Ultimate Beastmaster Brasil: No Mercy: Domando a Fera","26/02/2017"
"Marvel - Luke Cage: Temporada 1: You Know My Steez","25/02/2017"
"Marvel - Luke Cage: Temporada 1: Soliloquy of Chaos","25/02/2017"
"Marvel - Luke Cage: Temporada 1: Now You're Mine","25/02/2017"
"Marvel - Luke Cage: Temporada 1: Take It Personal","25/02/2017"
"Marvel - Luke Cage: Temporada 1: DWYCK","24/02/2017"
"Marvel - Luke Cage: Temporada 1: Blowin' Up the Spot","24/02/2017"
"Marvel - Luke Cage: Temporada 1: Manifest","24/02/2017"
"Marvel - Luke Cage: Temporada 1: Suckas Need Bodyguards","19/02/2017"
"Marvel - Luke Cage: Temporada 1: Just to Get a Rep","19/02/2017"
"Marvel - Luke Cage: Temporada 1: Step in the Arena","19/02/2017"
"Marvel - Luke Cage: Temporada 1: Who's Gonna Take the Weight?","19/02/2017"
"The Flash: Temporada 1: Piloto","13/02/2017"
"Freaks and Geeks: Temporada 1: Piloto","12/02/2017"
"Os Mercenários 3","12/02/2017"
"House of Cards: Temporada 2: Capítulo 26","10/02/2017"
"House of Cards: Temporada 2: Capítulo 25","10/02/2017"
"House of Cards: Temporada 2: Capítulo 24","10/02/2017"
"House of Cards: Temporada 2: Capítulo 23","10/02/2017"
"House of Cards: Temporada 2: Capítulo 22","10/02/2017"
"House of Cards: Temporada 2: Capítulo 21","10/02/2017"
"House of Cards: Temporada 2: Capítulo 20","10/02/2017"
"House of Cards: Temporada 2: Capítulo 19","08/02/2017"
"24 horas: Temporada 1: 0h - 1h","08/02/2017"
"House of Cards: Temporada 2: Capítulo 18","30/01/2017"
"House of Cards: Temporada 2: Capítulo 17","30/01/2017"
"House of Cards: Temporada 2: Capítulo 16","29/01/2017"
"House of Cards: Temporada 2: Capítulo 15","28/01/2017"
"House of Cards: Temporada 2: Capítulo 14","27/01/2017"
"House of Cards: Temporada 1: Capítulo 13","26/01/2017"
"House of Cards: Temporada 1: Capítulo 12","26/01/2017"
"House of Cards: Temporada 1: Capítulo 11","26/01/2017"
"House of Cards: Temporada 1: Capítulo 10","26/01/2017"
"House of Cards: Temporada 1: Capítulo 9","22/01/2017"
"Downton Abbey: Temporada 4: Temporada em Londres","22/01/2017"
"House of Cards: Temporada 1: Capítulo 8","22/01/2017"
"House of Cards: Temporada 1: Capítulo 6","22/01/2017"
"House of Cards: Temporada 1: Capítulo 5","22/01/2017"
"House of Cards: Temporada 1: Capítulo 4","22/01/2017"
"House of Cards: Temporada 1: Capítulo 3","22/01/2017"
"House of Cards: Temporada 1: Capítulo 2","22/01/2017"
"Lemony Snicket: Desventuras em Série: Temporada 1: Serraria Baixo-Astral - Volume 2","22/01/2017"
"Lemony Snicket: Desventuras em Série: Temporada 1: Serraria Baixo-Astral - Volume 1","22/01/2017"
"Lemony Snicket: Desventuras em Série: Temporada 1: O Lago das Sanguessugas - Volume 2","21/01/2017"
"Lemony Snicket: Desventuras em Série: Temporada 1: Mau Começo: Volume 1","21/01/2017"
"House of Cards: Temporada 1: Capítulo 1","18/01/2017"
"Downton Abbey: Temporada 4: Episódio 8","14/01/2017"
"Downton Abbey: Temporada 4: Episódio 7","14/01/2017"
"Downton Abbey: Temporada 4: Episódio 6","14/01/2017"
"Downton Abbey: Temporada 4: Episódio 5","14/01/2017"
"Downton Abbey: Temporada 4: Episódio 4","14/01/2017"
"Downton Abbey: Temporada 4: Episódio 3","14/01/2017"
"Downton Abbey: Temporada 4: Episódio 2","14/01/2017"
"Ong Bak: Guerreiro Sagrado","11/01/2017"
"Projeto X - Uma Festa Fora de Controle","08/01/2017"
"Downton Abbey: Temporada 4: Episódio 1","05/01/2017"
"Downton Abbey: Temporada 3: Especial de Natal","05/01/2017"
"Star Wars: The Clone Wars: Temporada 1: A ascensão da Malevolência","05/01/2017"
"Carrossel: Episódio 3","05/01/2017"
"Carrossel: Episódio 2","05/01/2017"
"Carrossel: Episódio 1","05/01/2017"
"A Invenção de Hugo Cabret","04/01/2017"
"Star Wars — O Império Contra-Ataca","01/01/2017"
"Star Wars – A Vingança dos Sith","01/01/2017"
"Slasher: O carrasco: Olho por olho","01/01/2017"
"Star Wars – Uma Nova Esperança","31/12/2016"
"Star Wars – Ataque dos Clones","31/12/2016"
"The OA: Parte 1: Capítulo 1: O retorno","30/12/2016"
"Black Mirror: Temporada 1: Toda a sua história","30/12/2016"
"Black Mirror: Temporada 2: Natal","30/12/2016"
"Downton Abbey: Temporada 3: Episódio 8","30/12/2016"
"Downton Abbey: Temporada 3: Episódio 7","30/12/2016"
"Barbie Life in the Dreamhouse: Temporada 1: O melhor de Dreamhouse","29/12/2016"
"Hora de Aventura: Temporada 4: Quente Demais Parte 2","27/12/2016"
"Carrossel, O Filme","27/12/2016"
"Star Wars: The Clone Wars: Temporada 1: Emboscada","27/12/2016"
"Downton Abbey: Temporada 3: Episódio 6","25/12/2016"
"Downton Abbey: Temporada 3: Episódio 5","25/12/2016"
"Downton Abbey: Temporada 3: Episódio 4","25/12/2016"
"Spectral","23/12/2016"
"Star Wars — A Ameaça Fantasma","18/12/2016"
"O homem que viu o infinito","13/12/2016"
"Mercenário","09/12/2016"
"B13-U: 13º Distrito – Ultimato","04/12/2016"
"Hawaii Five-0: Temporada 5: Poina 'Ole (não dá para esquecer)","27/11/2016"
"Spartacus: Blood and Sand: Lendas","27/11/2016"
"Spartacus: Blood and Sand: Sacramentum Gladiatorum","27/11/2016"
"Carrossel: Episódio 20","22/11/2016"
"Black Mirror: Temporada 2: Urso branco","20/11/2016"
"Black Mirror: Temporada 2: Volto já","20/11/2016"
"Black Mirror: Temporada 1: Quinze milhões de méritos","20/11/2016"
"Muita Calma Nessa Hora","20/11/2016"
"Bem-vindo a Marly-Gomont","20/11/2016"
"O homem dos músculos de aço","19/11/2016"
"Hawaii Five-0: Temporada 4: Kupu'eu (herói caído)","15/11/2016"
"Bates Motel: Temporada 3: Inconsciente","15/11/2016"
"Fim Dos Dias","15/11/2016"
"Hawaii Five-0: Temporada 3: Ho'opio (capturar)","14/11/2016"
"Ela é demais","13/11/2016"
"Os Esquecidos","13/11/2016"
"Hawaii Five-0: Temporada 3: Imi Loko Ka 'Uhane (dentro da alma)","12/11/2016"
"Bates Motel: Temporada 3: O passado bate à porta","12/11/2016"
"Bates Motel: Temporada 3: O buraco","11/11/2016"
"Bates Motel: Temporada 3: A última ceia","11/11/2016"
"Bates Motel: Temporada 3: Norma Louise","11/11/2016"
"Bates Motel: Temporada 3: O acordo","11/11/2016"
"Bates Motel: Temporada 3: Indecifrável","11/11/2016"
"Hawaii Five-0: Temporada 3: Hoa Pili (amigo íntimo)","11/11/2016"
"Bates Motel: Temporada 3: Persuasão","11/11/2016"
"Bates Motel: Temporada 3: Clube Arcanum","11/11/2016"
"Bates Motel: Temporada 3: Morte na família","11/11/2016"
"Bates Motel: Temporada 2: Verdade imutável","11/11/2016"
"Bates Motel: Temporada 2: A caixa","11/11/2016"
"Bates Motel: Temporada 2: Colapso","11/11/2016"
"Bates Motel: Temporada 2: Presunção de inocência","11/11/2016"
"Bates Motel: Temporada 2: Mergulho","11/11/2016"
"Bates Motel: Temporada 2: Especialista em fugas","11/11/2016"
"Bates Motel: Temporada 2: Check-Out","11/11/2016"
"Bates Motel: Temporada 2: Caleb","11/11/2016"
"Bates Motel: Temporada 2: Sombra de dúvida","10/11/2016"
"Bates Motel: Temporada 2: Terminado mas não esquecido","10/11/2016"
"Bates Motel: Temporada 1: Meia-noite","10/11/2016"
"Bates Motel: Temporada 1: Embaixo d´água","10/11/2016"
"Bates Motel: Temporada 1: Um garoto e seu cão","10/11/2016"
"Bates Motel: Temporada 1: O homem no quarto 9","10/11/2016"
"Bates Motel: Temporada 1: A verdade","10/11/2016"
"Bates Motel: Temporada 1: Vista para o mar","10/11/2016"
"Bates Motel: Temporada 1: Confie em mim","10/11/2016"
"Bates Motel: Temporada 1: O que há de errado com Norman","10/11/2016"
"Bates Motel: Temporada 1: Adorei sua escolha de cidade, Norma...","10/11/2016"
"Shrek","07/11/2016"
"Carrossel: Episódio 19","06/11/2016"
"O seu Jeito de Andar","05/11/2016"
"Hawaii Five-0: Temporada 3: La O Na Makuahine (Dia das Mães)","04/11/2016"
"Hawaii Five-0: Temporada 2: Ka Ho'oponopono (dar um jeito)","02/11/2016"
"Black Mirror: Temporada 1: Hino Nacional","02/11/2016"
"Conan, o Bárbaro","02/11/2016"
"O Ditador","02/11/2016"
"Shrek Terceiro","02/11/2016"
"Haters Back Off: Temporada 1: Agitando na casa de repouso","02/11/2016"
"Chewing Gum: Temporada 1: Sexo e violência","01/11/2016"
"Hawaii Five-0: Temporada 2: Lapa'au (cura)","01/11/2016"
"Masha e o Urso: Temporada 1: Dia de geleia / Criança com lobos / Primavera para o Urso","31/10/2016"
"Masha e o Urso: Temporada 1: Como eles se conheceram / Não acordar até a primavera / Um, dois, três! Acenda a árvore de Natal!","31/10/2016"
"Hawaii Five-0: Temporada 2: Ka Hakaka Maika'i (uma boa briga)","31/10/2016"
"Carrossel: Episódio 18","30/10/2016"
"Hawaii Five-0: Temporada 1: Ho'opa'i (vingança)","30/10/2016"
"Roast of Charlie Sheen","28/10/2016"
"Hawaii Five-0: Temporada 1: Powa Maka Moana (pirata)","28/10/2016"
"Hawaii Five-0: Temporada 1: Ke Kinohi (o começo)","28/10/2016"
"A Anatomia de Grey: Temporada 3: Repetidas vezes","27/10/2016"
"A Anatomia de Grey: Temporada 3: Meu erro predileto","27/10/2016"
"Hawaii Five-0: Temporada 1: Malama Ka Aina (respeito pela terra)","25/10/2016"
"Meu Malvado Favorito","25/10/2016"
"The Flash: Temporada 2: Trajetória","24/10/2016"
"Falling Skies: Temporada 1: O arsenal","23/10/2016"
"The Flash: Temporada 2: O retorno do Flash Reverso","22/10/2016"
"The Flash: Temporada 2: Correndo para ficar parado","20/10/2016"
"Dinossauro","20/10/2016"
"Glitch: Temporada 1: Impasse","19/10/2016"
"Resident Evil 5 – Retribuição","17/10/2016"
"Resident Evil 4 - Recomeço","17/10/2016"
"Resident evil 3: A extinção","17/10/2016"
"Resident Evil 2: Apocalipse","17/10/2016"
"Hara-Kiri: Death of a Samurai","16/10/2016"
"Scorpion: Temporada 2: Intenções de Chernobil","16/10/2016"
"A Anatomia de Grey: Temporada 2: Um curativo no buraco da bala","16/10/2016"
"Scorpion: Temporada 2: Invadindo Fort Knox","15/10/2016"
"O Hobbit: A Batalha dos Cinco Exércitos","15/10/2016"
"Scorpion: Temporada 2: Adaptação","13/10/2016"
"The Siege of Jadotville - Motion Video - 3 loop","13/10/2016"
"Scorpion: Temporada 2: Terremoto","13/10/2016"
"Ninfomaníaca - Volume II","12/10/2016"
"The Walking Dead: Temporada 5: Coda","12/10/2016"
"The Walking Dead: Temporada 1: Adeus, passado","12/10/2016"
"Scorpion: Temporada 2: De volta à universidade","12/10/2016"
"Scorpion: Temporada 2: EUA X ONU X Reino Unido","12/10/2016"
"Gotham: Temporada 1: Arkham","11/10/2016"
"A Anatomia de Grey: Temporada 2: Vamos começar a dança","10/10/2016"
"Os Capacetes Brancos","10/10/2016"
"Scorpion: Temporada 1: Não se esqueça de mim","09/10/2016"
"Gotham: Temporada 1: Baloeiro","08/10/2016"
"Gotham: Temporada 1: Selina Kyle","08/10/2016"
"Gotham: Temporada 1: Piloto","08/10/2016"
"Carrossel: Episódio 17","07/10/2016"
"Carrossel: Episódio 16","07/10/2016"
"Cidade de Deus: 10 Anos Depois","06/10/2016"
"O Segredo dos Animais","05/10/2016"
"Downton Abbey: Temporada 3: Episódio 3","02/10/2016"
"Downton Abbey: Temporada 3: Episódio 2","01/10/2016"
"72 Dangerous Animals: Australia: Temporada 1: Águas perigosas","30/09/2016"
"O Código Da Vinci","30/09/2016"
"Mundo Cão","27/09/2016"
"Carrossel: Episódio 15","22/09/2016"
"Carrossel: Episódio 14","22/09/2016"
"Uma garota encantada","22/09/2016"
"Questão de Tempo","20/09/2016"
"The Get Down: Parte 1: Levante palavras, não a voz","19/09/2016"
"The Get Down: Parte 1: Você tem asas, aprenda a voar","18/09/2016"
"The Get Down: Parte 1: Esqueça a segurança, seja notório","18/09/2016"
"The Get Down: Parte 1: A escuridão é sua vela","18/09/2016"
"The Get Down: Parte 1: Busque aqueles que alimentam sua chama","18/09/2016"
"Pablo Escobar, el patrón del mal: Temporada 1: Episódio 1","18/09/2016"
"The Get Down: Parte 1: Onde há ruína, há esperança de um tesouro","18/09/2016"
"Arrow: Temporada 1: Invasão","17/09/2016"
"Arrow: Temporada 1: Negócios pendentes","17/09/2016"
"Arrow: Temporada 1: Salvação","17/09/2016"
"Arrow: Temporada 1: O retorno da Caçadora","17/09/2016"
"Arrow: Temporada 1: Flagra","17/09/2016"
"Arrow: Temporada 1: Legado","17/09/2016"
"Carrossel: Episódio 13","15/09/2016"
"Carrossel: Episódio 12","15/09/2016"
"Carrossel: Episódio 11","14/09/2016"
"Galinha Pintadinha: 1ª temporada: Volume 1","13/09/2016"
"Galinha Pintadinha: 3ª temporada: Volume 3","13/09/2016"
"Truque de Mestre","08/09/2016"
"Um Drink no Inferno: Temporada 1: Pandemônio show","07/09/2016"
"Um Drink no Inferno: Temporada 1: Estradas sem saída","07/09/2016"
"Suits: Temporada 1: Segredinhos sujos","07/09/2016"
"Suits: Temporada 1: Vantagens","06/09/2016"
"Suits: Temporada 1: Erros e omissões","06/09/2016"
"Suits: Temporada 1: Piloto: partes 1 e 2","06/09/2016"
"Sons of Anarchy: Temporada 1: O revelador","06/09/2016"
"Narcos: Temporada 2: Al Fin Cayó!","05/09/2016"
"Narcos: Temporada 2: Nossa fazenda","05/09/2016"
"Narcos: Temporada 2: Saída de El Patrón","05/09/2016"
"Narcos: Temporada 2: Deutschland 93","05/09/2016"
"Narcos: Temporada 2: Los Pepes","04/09/2016"
"Narcos: Temporada 2: Inimigos do meu inimigo","04/09/2016"
"Narcos: Temporada 2: Os bons, os maus e os mortos","04/09/2016"
"Narcos: Temporada 2: Parceiro de Madrid","04/09/2016"
"Narcos: Temporada 2: Cambalache","04/09/2016"
"Narcos: Temporada 2: Livre","03/09/2016"
"Downton Abbey: Temporada 3: Episódio 1","02/09/2016"
"Carrossel: Episódio 10","29/08/2016"
"Carrossel: Episódio 9","29/08/2016"
"Carrossel: Episódio 8","29/08/2016"
"Carrossel: Episódio 7","29/08/2016"
"Carrossel: Episódio 6","24/08/2016"
"Carrossel: Episódio 5","24/08/2016"
"Carrossel: Episódio 4","22/08/2016"
"Dexter: Temporada 1: Dexter","21/08/2016"
"A supremacia Bourne","20/08/2016"
"Scream: Temporada 2: Chamada de: Desconhecido","20/08/2016"
"Pokémon: Temporada 1: Pokémon, Eu Escolho Você!","18/08/2016"
"Pokémon: Temporada 1: Emergência Pokémon!","18/08/2016"
"Downton Abbey: Temporada 2: Natal em Downton Abbey","15/08/2016"
"Downton Abbey: Temporada 2: Episódio 8","15/08/2016"
